TIME,CROSS_SECTION_ID,AVERAGE_WIDTH,DISTANCE_TO_OUTLET
570,30,0.1366,0.9
570,31,0.1545,0.93
570,32,0.1486,0.96
570,33,0.1485,0.99
570,34,0.1651,1.02
570,35,0.1591,1.05
570,36,0.15,1.08
570,37,0.1786,1.11
570,38,0.1799,1.14
570,39,0.174,1.17
570,40,0.1785,1.2
570,41,0.1726,1.23
570,42,0.1725,1.26
570,43,0.165,1.29
570,44,0.1515,1.32
570,45,0.1603,1.35
570,46,0.1545,1.38
570,47,0.1545,1.41
570,48,0.1319,1.44
570,49,0.1335,1.47
580,4,0.0012,0.12
580,6,0.0136,0.18
580,14,0.0008,0.42
580,16,0.0006,0.48
580,26,0.0022,0.78
580,44,0.0028,1.32
580,0,0.159,0.0
580,1,0.1649,0.03
580,2,0.159,0.06
580,3,0.168,0.09
580,4,0.1384,0.12
580,5,0.1427,0.15
580,6,0.1455,0.18
580,7,0.1547,0.21
580,8,0.1499,0.24
580,9,0.1441,0.27
580,10,0.1425,0.3
580,11,0.1534,0.33
580,12,0.1725,0.36
580,13,0.1531,0.39
580,14,0.1537,0.42
580,15,0.1515,0.45
580,16,0.162,0.48
580,17,0.15,0.51
580,18,0.15661,0.54
580,19,0.1634,0.57
580,20,0.153,0.6
580,21,0.1516,0.63
580,22,0.1531,0.66
580,23,0.15,0.69
580,24,0.144,0.72
580,25,0.1395,0.75
580,26,0.1373,0.78
580,27,0.1366,0.81
580,28,0.132,0.84
580,29,0.132,0.87
580,30,0.1349,0.9
580,31,0.1545,0.93
580,32,0.1499,0.96
580,33,0.1575,0.99
580,34,0.1651,1.02
580,35,0.1591,1.05
580,36,0.15,1.08
580,37,0.1682,1.11
580,38,0.1814,1.14
580,39,0.1754,1.17
580,40,0.1785,1.2
580,41,0.1726,1.23
580,42,0.1725,1.26
580,43,0.1665,1.29
580,44,0.153,1.32
580,45,0.1617,1.35
580,46,0.156,1.38
580,47,0.1544,1.41
580,48,0.1319,1.44
580,49,0.1335,1.47
590,14,0.0008,0.42
590,16,0.0016,0.48
590,21,0.0006,0.63
590,37,0.0014,1.11
590,44,0.003,1.32
590,47,0.0022,1.41
590,49,0.0006,1.47
590,0,0.159,0.0
590,1,0.1649,0.03
590,2,0.1604,0.06
590,3,0.1605,0.09
590,4,0.1394,0.12
590,5,0.1441,0.15
590,6,0.1499,0.18
590,7,0.1499,0.21
590,8,0.1513,0.24
590,9,0.1441,0.27
590,10,0.1425,0.3
590,11,0.1576,0.33
590,12,0.1726,0.36
590,13,0.153,0.39
590,14,0.1537,0.42
590,15,0.1515,0.45
590,16,0.1634,0.48
590,17,0.1501,0.51
590,18,0.1605,0.54
590,19,0.1635,0.57
590,20,0.1531,0.6
590,21,0.1501,0.63
590,22,0.1621,0.66
590,23,0.15,0.69
590,24,0.144,0.72
590,25,0.1438,0.75
590,26,0.1395,0.78
590,27,0.138,0.81
590,28,0.132,0.84
590,29,0.1335,0.87
590,30,0.1366,0.9
590,31,0.156,0.93
590,32,0.15,0.96
590,33,0.1575,0.99
590,34,0.1666,1.02
590,35,0.1591,1.05
590,36,0.1486,1.08
590,37,0.171,1.11
590,38,0.1771,1.14
590,39,0.1726,1.17
590,40,0.1784,1.2
590,41,0.1725,1.23
590,42,0.1725,1.26
590,43,0.1649,1.29
590,44,0.1515,1.32
590,45,0.1617,1.35
590,46,0.1545,1.38
590,47,0.1605,1.41
590,48,0.1334,1.44
590,49,0.1344,1.47
600,3,0.0014,0.09
600,4,0.0018,0.12
600,14,0.00081,0.42
600,29,0.001,0.87
600,30,0.0008,0.9
600,37,0.0014,1.11
600,44,0.0028,1.32
600,47,0.003,1.41
600,49,0.0008,1.47
600,0,0.1589,0.0
600,1,0.1635,0.03
600,2,0.1604,0.06
600,3,0.1696,0.09
600,4,0.1393,0.12
600,5,0.1442,0.15
600,6,0.1499,0.18
600,7,0.1543,0.21
600,8,0.1471,0.24
600,9,0.1454,0.27
600,10,0.1425,0.3
600,11,0.1576,0.33
600,12,0.1724,0.36
600,13,0.1469,0.39
600,14,0.1536,0.42
600,15,0.153,0.45
600,16,0.162,0.48
600,17,0.1499,0.51
600,18,0.159,0.54
600,19,0.1635,0.57
600,20,0.1514,0.6
600,21,0.1546,0.63
600,22,0.1621,0.66
600,23,0.15,0.69
600,24,0.144,0.72
600,25,0.1455,0.75
600,26,0.1396,0.78
600,27,0.138,0.81
600,28,0.132,0.84
600,29,0.1335,0.87
600,30,0.1319,0.9
600,31,0.1545,0.93
600,32,0.15,0.96
600,33,0.156,0.99
600,34,0.1665,1.02
600,35,0.1591,1.05
600,36,0.15,1.08
600,37,0.171,1.11
600,38,0.1814,1.14
600,39,0.1726,1.17
600,40,0.1785,1.2
600,41,0.1725,1.23
600,42,0.1725,1.26
600,43,0.1663,1.29
600,44,0.153,1.32
600,45,0.1603,1.35
600,46,0.1454,1.38
600,47,0.1545,1.41
600,48,0.1333,1.44
600,49,0.1275,1.47
610,4,0.0008,0.12
610,5,0.0008,0.15
610,6,0.001,0.18
610,7,0.0008,0.21
610,11,0.00061,0.33
610,13,0.00081,0.39
610,14,0.00081,0.42
610,16,0.00061,0.48
610,17,0.00061,0.51
610,30,0.0008,0.9
610,44,0.0028,1.32
610,46,0.0014,1.38
610,47,0.0022,1.41
610,0,0.1724,0.0
610,1,0.165,0.03
610,2,0.1665,0.06
610,3,0.165,0.09
610,4,0.1596,0.12
610,5,0.1478,0.15
610,6,0.1485,0.18
610,7,0.15,0.21
610,8,0.153,0.24
610,9,0.1395,0.27
610,10,0.1439,0.3
610,11,0.1585,0.33
610,12,0.174,0.36
610,13,0.147,0.39
610,14,0.1493,0.42
610,15,0.1529,0.45
610,16,0.162,0.48
610,17,0.1509,0.51
610,18,0.1664,0.54
610,19,0.1649,0.57
610,20,0.153,0.6
610,21,0.156,0.63
610,22,0.162,0.66
610,23,0.15,0.69
610,24,0.144,0.72
610,25,0.144,0.75
610,26,0.1395,0.78
610,27,0.1378,0.81
610,28,0.1334,0.84
610,29,0.1307,0.87
610,30,0.135,0.9
610,31,0.1545,0.93
610,32,0.15,0.96
610,33,0.1574,0.99
610,34,0.165,1.02
610,35,0.1577,1.05
610,36,0.15,1.08
610,37,0.1682,1.11
610,38,0.1814,1.14
610,39,0.174,1.17
610,40,0.1785,1.2
610,41,0.1725,1.23
610,42,0.1725,1.26
610,43,0.1664,1.29
610,44,0.153,1.32
610,45,0.1617,1.35
610,46,0.1545,1.38
610,47,0.1523,1.41
610,48,0.1319,1.44
610,49,0.1292,1.47
620,12,0.002,0.36
620,14,0.0008,0.42
620,16,0.00061,0.48
620,44,0.0028,1.32
620,46,0.0014,1.38
620,0,0.1725,0.0
620,1,0.1649,0.03
620,2,0.1636,0.06
620,3,0.1695,0.09
620,4,0.1602,0.12
620,5,0.144,0.15
620,6,0.1484,0.18
620,7,0.153,0.21
620,8,0.1532,0.24
620,9,0.1334,0.27
620,10,0.1424,0.3
620,11,0.1576,0.33
620,12,0.156,0.36
620,13,0.1515,0.39
620,14,0.1492,0.42
620,15,0.1529,0.45
620,16,0.1644,0.48
620,17,0.1513,0.51
620,18,0.165,0.54
620,19,0.1649,0.57
620,20,0.1531,0.6
620,21,0.1575,0.63
620,22,0.165,0.66
620,23,0.1485,0.69
620,24,0.144,0.72
620,25,0.144,0.75
620,26,0.1395,0.78
620,27,0.1364,0.81
620,28,0.1321,0.84
620,29,0.132,0.87
620,30,0.141,0.9
620,31,0.156,0.93
620,32,0.15,0.96
620,33,0.1589,0.99
620,34,0.165,1.02
620,35,0.1576,1.05
620,36,0.15,1.08
620,37,0.1681,1.11
620,38,0.1814,1.14
620,39,0.174,1.17
620,40,0.1784,1.2
620,41,0.1725,1.23
620,42,0.1725,1.26
620,43,0.1664,1.29
620,44,0.153,1.32
620,45,0.1617,1.35
620,46,0.1545,1.38
620,47,0.1606,1.41
620,48,0.1319,1.44
620,49,0.135,1.47
630,4,0.0024,0.12
630,14,0.0008,0.42
630,29,0.0008,0.87
630,37,0.0012,1.11
630,44,0.003,1.32
630,46,0.0014,1.38
630,48,0.0014,1.44
630,0,0.1725,0.0
630,1,0.1634,0.03
630,2,0.1622,0.06
630,3,0.168,0.09
630,4,0.1579,0.12
630,5,0.1532,0.15
630,6,0.1574,0.18
630,7,0.1386,0.21
630,8,0.1546,0.24
630,9,0.1427,0.27
630,10,0.1439,0.3
630,11,0.1561,0.33
630,12,0.1667,0.36
630,13,0.1499,0.39
630,14,0.1507,0.42
630,15,0.171,0.45
630,16,0.1664,0.48
630,17,0.1515,0.51
630,18,0.1651,0.54
630,19,0.1633,0.57
630,20,0.1516,0.6
630,21,0.1561,0.63
630,22,0.162,0.66
630,23,0.1515,0.69
630,24,0.144,0.72
630,25,0.144,0.75
630,26,0.138,0.78
630,27,0.1379,0.81
630,28,0.1319,0.84
630,29,0.1334,0.87
630,30,0.1409,0.9
630,31,0.156,0.93
630,32,0.15,0.96
630,33,0.1561,0.99
630,34,0.165,1.02
630,35,0.1642,1.05
630,36,0.1485,1.08
630,37,0.1694,1.11
630,38,0.1799,1.14
630,39,0.1726,1.17
630,40,0.1784,1.2
630,41,0.1725,1.23
630,42,0.1725,1.26
630,43,0.1649,1.29
630,44,0.1515,1.32
630,45,0.1603,1.35
630,46,0.1531,1.38
630,47,0.1545,1.41
630,48,0.129,1.44
630,49,0.1349,1.47
640,4,0.0008,0.12
640,14,0.0008,0.42
640,29,0.0014,0.87
640,44,0.003,1.32
640,0,0.1725,0.0
640,1,0.1619,0.03
640,2,0.165,0.06
640,3,0.1695,0.09
640,4,0.1581,0.12
640,5,0.1561,0.15
640,6,0.162,0.18
640,7,0.1531,0.21
640,8,0.1545,0.24
640,9,0.1352,0.27
640,10,0.1424,0.3
640,11,0.1501,0.33
640,12,0.1682,0.36
640,13,0.15,0.39
640,14,0.1507,0.42
640,15,0.1708,0.45
640,16,0.1665,0.48
640,17,0.1514,0.51
640,18,0.165,0.54
640,19,0.1633,0.57
640,20,0.1515,0.6
640,21,0.1575,0.63
640,22,0.1635,0.66
640,23,0.1499,0.69
640,24,0.1425,0.72
640,25,0.1425,0.75
640,26,0.1366,0.78
640,27,0.1365,0.81
640,28,0.132,0.84
640,29,0.1289,0.87
640,30,0.1409,0.9
640,31,0.1545,0.93
640,32,0.1499,0.96
640,33,0.159,0.99
640,34,0.1651,1.02
640,35,0.171,1.05
640,36,0.171,1.08
640,37,0.1801,1.11
640,38,0.1799,1.14
640,39,0.174,1.17
640,40,0.1771,1.2
640,41,0.1725,1.23
640,42,0.1725,1.26
640,43,0.1664,1.29
640,44,0.1516,1.32
640,45,0.1618,1.35
640,46,0.1559,1.38
640,47,0.1545,1.41
640,48,0.1307,1.44
640,49,0.1336,1.47
650,4,0.0006,0.12
650,14,0.0008,0.42
650,44,0.0032,1.32
650,47,0.0032,1.41
650,0,0.1724,0.0
650,1,0.1635,0.03
650,2,0.1636,0.06
650,3,0.1695,0.09
650,4,0.1509,0.12
650,5,0.1562,0.15
650,6,0.1604,0.18
650,7,0.1545,0.21
650,8,0.153,0.24
650,9,0.144,0.27
650,10,0.1409,0.3
650,11,0.1605,0.33
650,12,0.1708,0.36
650,13,0.15,0.39
650,14,0.1521,0.42
650,15,0.1695,0.45
650,16,0.1665,0.48
650,17,0.1499,0.51
650,18,0.165,0.54
650,19,0.1649,0.57
650,20,0.1516,0.6
650,21,0.1561,0.63
650,22,0.162,0.66
650,23,0.1501,0.69
650,24,0.144,0.72
650,25,0.144,0.75
650,26,0.1395,0.78
650,27,0.1365,0.81
650,28,0.132,0.84
650,29,0.1335,0.87
650,30,0.135,0.9
650,31,0.15,0.93
650,32,0.15,0.96
650,33,0.1515,0.99
650,34,0.1637,1.02
650,35,0.1696,1.05
650,36,0.171,1.08
650,37,0.183,1.11
650,38,0.1799,1.14
650,39,0.1725,1.17
650,40,0.177,1.2
650,41,0.1711,1.23
650,42,0.1711,1.26
650,43,0.1635,1.29
650,44,0.1501,1.32
650,45,0.1604,1.35
650,46,0.156,1.38
650,47,0.153,1.41
650,48,0.1319,1.44
650,49,0.132,1.47
660,4,0.0012,0.12
660,14,0.0008,0.42
660,19,0.0012,0.57
660,21,0.0016,0.63
660,44,0.003,1.32
660,48,0.0012,1.44
660,0,0.1725,0.0
660,1,0.1649,0.03
660,2,0.1607,0.06
660,3,0.168,0.09
660,4,0.1593,0.12
660,5,0.1516,0.15
660,6,0.1604,0.18
660,7,0.1529,0.21
660,8,0.1515,0.24
660,9,0.1395,0.27
660,10,0.1396,0.3
660,11,0.1575,0.33
660,12,0.171,0.36
660,13,0.1499,0.39
660,14,0.1492,0.42
660,15,0.1696,0.45
660,16,0.165,0.48
660,17,0.1514,0.51
660,18,0.165,0.54
660,19,0.1608,0.57
660,20,0.1516,0.6
660,21,0.156,0.63
660,22,0.1634,0.66
660,23,0.1485,0.69
660,24,0.144,0.72
660,25,0.1454,0.75
660,26,0.1381,0.78
660,27,0.1379,0.81
660,28,0.1319,0.84
660,29,0.1305,0.87
660,30,0.1402,0.9
660,31,0.1546,0.93
660,32,0.1499,0.96
660,33,0.1589,0.99
660,34,0.1665,1.02
660,35,0.171,1.05
660,36,0.171,1.08
660,37,0.1815,1.11
660,38,0.1934,1.14
660,39,0.1876,1.17
660,40,0.195,1.2
660,41,0.1769,1.23
660,42,0.1724,1.26
660,43,0.1649,1.29
660,44,0.1516,1.32
660,45,0.1603,1.35
660,46,0.1561,1.38
660,47,0.1544,1.41
660,48,0.123,1.44
660,49,0.135,1.47
670,4,0.0006,0.12
670,5,0.0016,0.15
670,11,0.002,0.33
670,12,0.0028,0.36
670,14,0.0008,0.42
670,20,0.001,0.6
670,21,0.0006,0.63
670,30,0.0008,0.9
670,44,0.0028,1.32
670,47,0.003,1.41
670,0,0.1725,0.0
670,1,0.1648,0.03
670,2,0.1605,0.06
670,3,0.1695,0.09
670,4,0.1474,0.12
670,5,0.1441,0.15
670,6,0.1589,0.18
670,7,0.1545,0.21
670,8,0.1531,0.24
670,9,0.144,0.27
670,10,0.1438,0.3
670,11,0.1588,0.33
670,12,0.1694,0.36
670,13,0.153,0.39
670,14,0.1508,0.42
670,15,0.1682,0.45
670,16,0.1665,0.48
670,17,0.1515,0.51
670,18,0.165,0.54
670,19,0.1614,0.57
670,20,0.1566,0.6
670,21,0.156,0.63
670,22,0.162,0.66
670,23,0.1485,0.69
670,24,0.1426,0.72
670,25,0.1455,0.75
670,26,0.1381,0.78
670,27,0.1352,0.81
670,28,0.132,0.84
670,29,0.1306,0.87
670,30,0.1402,0.9
670,31,0.1546,0.93
670,32,0.1499,0.96
670,33,0.1589,0.99
670,34,0.1665,1.02
670,35,0.171,1.05
670,36,0.1696,1.08
670,37,0.183,1.11
670,38,0.1934,1.14
670,39,0.2084,1.17
670,40,0.2169,1.2
670,41,0.1739,1.23
670,42,0.171,1.26
670,43,0.1634,1.29
670,44,0.153,1.32
670,45,0.1603,1.35
670,46,0.1559,1.38
670,47,0.153,1.41
670,48,0.1319,1.44
670,49,0.1365,1.47
680,4,0.0022,0.12
680,6,0.0008,0.18
680,11,0.0006,0.33
680,14,0.0008,0.42
680,20,0.001,0.6
680,21,0.0006,0.63
680,30,0.0008,0.9
680,44,0.003,1.32
680,0,0.1725,0.0
680,1,0.1619,0.03
680,2,0.1665,0.06
680,3,0.1695,0.09
680,4,0.1583,0.12
680,5,0.1576,0.15
680,6,0.1627,0.18
680,7,0.1559,0.21
680,8,0.1486,0.24
680,9,0.1454,0.27
680,10,0.1438,0.3
680,11,0.1695,0.33
680,12,0.1693,0.36
680,13,0.153,0.39
680,14,0.1522,0.42
680,15,0.1696,0.45
680,16,0.1665,0.48
680,17,0.1515,0.51
680,18,0.165,0.54
680,19,0.1628,0.57
680,20,0.158,0.6
680,21,0.1546,0.63
680,22,0.162,0.66
680,23,0.1471,0.69
680,24,0.144,0.72
680,25,0.1425,0.75
680,26,0.1395,0.78
680,27,0.162,0.81
680,28,0.132,0.84
680,29,0.1293,0.87
680,30,0.135,0.9
680,31,0.156,0.93
680,32,0.15,0.96
680,33,0.159,0.99
680,34,0.1637,1.02
680,35,0.1724,1.05
680,36,0.1827,1.08
680,37,0.183,1.11
680,38,0.1948,1.14
680,39,0.2099,1.17
680,40,0.195,1.2
680,41,0.1783,1.23
680,42,0.171,1.26
680,43,0.1678,1.29
680,44,0.1515,1.32
680,45,0.1617,1.35
680,46,0.156,1.38
680,47,0.1558,1.41
680,48,0.132,1.44
680,49,0.1303,1.47
690,4,0.0008,0.12
690,7,0.0014,0.21
690,8,0.001,0.24
690,19,0.0006,0.57
690,21,0.0006,0.63
690,29,0.001,0.87
690,44,0.0028,1.32
690,0,0.1725,0.0
690,1,0.1829,0.03
690,2,0.1651,0.06
690,3,0.1695,0.09
690,4,0.1537,0.12
690,5,0.153,0.15
690,6,0.162,0.18
690,7,0.1531,0.21
690,8,0.17,0.24
690,9,0.1483,0.27
690,10,0.1438,0.3
690,11,0.174,0.33
690,12,0.1711,0.36
690,13,0.1513,0.39
690,14,0.1501,0.42
690,15,0.171,0.45
690,16,0.1664,0.48
690,17,0.1514,0.51
690,18,0.165,0.54
690,19,0.1575,0.57
690,20,0.1589,0.6
690,21,0.1546,0.63
690,22,0.1605,0.66
690,23,0.1485,0.69
690,24,0.144,0.72
690,25,0.141,0.75
690,26,0.141,0.78
690,27,0.1394,0.81
690,28,0.132,0.84
690,29,0.1306,0.87
690,30,0.1349,0.9
690,31,0.1545,0.93
690,32,0.1499,0.96
690,33,0.156,0.99
690,34,0.1651,1.02
690,35,0.1725,1.05
690,36,0.1814,1.08
690,37,0.1816,1.11
690,38,0.1934,1.14
690,39,0.2116,1.17
690,40,0.195,1.2
690,41,0.1769,1.23
690,42,0.171,1.26
690,43,0.1663,1.29
690,44,0.153,1.32
690,45,0.1603,1.35
690,46,0.1559,1.38
690,47,0.1559,1.41
690,48,0.1305,1.44
690,49,0.1305,1.47
700,4,0.0016,0.12
700,21,0.0008,0.63
700,29,0.002,0.87
700,44,0.003,1.32
700,47,0.0028,1.41
700,0,0.1725,0.0
700,1,0.1634,0.03
700,2,0.1636,0.06
700,3,0.1695,0.09
700,4,0.1529,0.12
700,5,0.1548,0.15
700,6,0.1621,0.18
700,7,0.1621,0.21
700,8,0.1633,0.24
700,9,0.1455,0.27
700,10,0.1424,0.3
700,11,0.1755,0.33
700,12,0.1695,0.36
700,13,0.1499,0.39
700,14,0.1501,0.42
700,15,0.171,0.45
700,16,0.1649,0.48
700,17,0.1514,0.51
700,18,0.165,0.54
700,19,0.1604,0.57
700,20,0.1651,0.6
700,21,0.156,0.63
700,22,0.1619,0.66
700,23,0.147,0.69
700,24,0.144,0.72
700,25,0.1426,0.75
700,26,0.1396,0.78
700,27,0.1379,0.81
700,28,0.132,0.84
700,29,0.1291,0.87
700,30,0.1321,0.9
700,31,0.1546,0.93
700,32,0.15,0.96
700,33,0.1575,0.99
700,34,0.1637,1.02
700,35,0.1709,1.05
700,36,0.1711,1.08
700,37,0.1816,1.11
700,38,0.1934,1.14
700,39,0.2084,1.17
700,40,0.195,1.2
700,41,0.1754,1.23
700,42,0.1725,1.26
700,43,0.1663,1.29
700,44,0.1516,1.32
700,45,0.1603,1.35
700,46,0.1545,1.38
700,47,0.1559,1.41
700,48,0.1319,1.44
700,49,0.132,1.47
710,21,0.0016,0.63
710,29,0.0008,0.87
710,30,0.001,0.9
710,44,0.003,1.32
710,0,0.1725,0.0
710,1,0.1816,0.03
710,2,0.1621,0.06
710,3,0.1695,0.09
710,4,0.153,0.12
710,5,0.1563,0.15
710,6,0.1635,0.18
710,7,0.1635,0.21
710,8,0.1666,0.24
710,9,0.1468,0.27
710,10,0.1394,0.3
710,11,0.1739,0.33
710,12,0.168,0.36
710,13,0.1649,0.39
710,14,0.1591,0.42
710,15,0.1667,0.45
710,16,0.1479,0.48
710,17,0.15,0.51
710,18,0.165,0.54
710,19,0.1635,0.57
710,20,0.1681,0.6
710,21,0.156,0.63
710,22,0.162,0.66
710,23,0.147,0.69
710,24,0.1425,0.72
710,25,0.1425,0.75
710,26,0.1382,0.78
710,27,0.1379,0.81
710,28,0.1259,0.84
710,29,0.1454,0.87
710,30,0.14,0.9
710,31,0.1546,0.93
710,32,0.15,0.96
710,33,0.1589,0.99
710,34,0.1665,1.02
710,35,0.171,1.05
710,36,0.171,1.08
710,37,0.1815,1.11
710,38,0.1934,1.14
710,39,0.2084,1.17
710,40,0.1935,1.2
710,41,0.1754,1.23
710,42,0.1725,1.26
710,43,0.1635,1.29
710,44,0.1515,1.32
710,45,0.1617,1.35
710,46,0.1425,1.38
710,47,0.1558,1.41
710,48,0.1333,1.44
710,49,0.1321,1.47
720,4,0.002,0.12
720,21,0.0012,0.63
720,44,0.003,1.32
720,46,0.0016,1.38
720,47,0.003,1.41
720,0,0.1725,0.0
720,1,0.1816,0.03
720,2,0.1696,0.06
720,3,0.1695,0.09
720,4,0.157,0.12
720,5,0.1547,0.15
720,6,0.162,0.18
720,7,0.1635,0.21
720,8,0.1695,0.24
720,9,0.1494,0.27
720,10,0.1438,0.3
720,11,0.174,0.33
720,12,0.1604,0.36
720,13,0.1665,0.39
720,14,0.162,0.42
720,15,0.1681,0.45
720,16,0.165,0.48
720,17,0.1472,0.51
720,18,0.165,0.54
720,19,0.1634,0.57
720,20,0.1652,0.6
720,21,0.156,0.63
720,22,0.1606,0.66
720,23,0.15,0.69
720,24,0.144,0.72
720,25,0.1425,0.75
720,26,0.1396,0.78
720,27,0.1487,0.81
720,28,0.1531,0.84
720,29,0.1636,0.87
720,30,0.1605,0.9
720,31,0.1545,0.93
720,32,0.1499,0.96
720,33,0.1575,0.99
720,34,0.165,1.02
720,35,0.171,1.05
720,36,0.171,1.08
720,37,0.183,1.11
720,38,0.1934,1.14
720,39,0.2071,1.17
720,40,0.1935,1.2
720,41,0.174,1.23
720,42,0.1711,1.26
720,43,0.1634,1.29
720,44,0.1515,1.32
720,45,0.1603,1.35
720,46,0.1544,1.38
720,47,0.1559,1.41
720,48,0.1334,1.44
720,49,0.135,1.47
730,6,0.002,0.18
730,7,0.0006,0.21
730,21,0.0008,0.63
730,44,0.003,1.32
730,47,0.003,1.41
730,0,0.1725,0.0
730,1,0.1801,0.03
730,2,0.1738,0.06
730,3,0.1695,0.09
730,4,0.153,0.12
730,5,0.1561,0.15
730,6,0.15,0.18
730,7,0.175,0.21
730,8,0.1695,0.24
730,9,0.1456,0.27
730,10,0.1423,0.3
730,11,0.1755,0.33
730,12,0.1695,0.36
730,13,0.1652,0.39
730,14,0.1575,0.42
730,15,0.1695,0.45
730,16,0.1651,0.48
730,17,0.15,0.51
730,18,0.165,0.54
730,19,0.162,0.57
730,20,0.1653,0.6
730,21,0.1546,0.63
730,22,0.162,0.66
730,23,0.1485,0.69
730,24,0.144,0.72
730,25,0.1424,0.75
730,26,0.1395,0.78
730,27,0.1501,0.81
730,28,0.153,0.84
730,29,0.162,0.87
730,30,0.1605,0.9
730,31,0.156,0.93
730,32,0.1485,0.96
730,33,0.1561,0.99
730,34,0.1651,1.02
730,35,0.171,1.05
730,36,0.171,1.08
730,37,0.183,1.11
730,38,0.1934,1.14
730,39,0.1862,1.17
730,40,0.1935,1.2
730,41,0.174,1.23
730,42,0.171,1.26
730,43,0.1634,1.29
730,44,0.1515,1.32
730,45,0.1603,1.35
730,46,0.153,1.38
730,47,0.1559,1.41
730,48,0.1294,1.44
730,49,0.1336,1.47
740,4,0.001,0.12
740,6,0.0008,0.18
740,9,0.0014,0.27
740,21,0.0006,0.63
740,29,0.004,0.87
740,30,0.0008,0.9
740,44,0.003,1.32
740,46,0.0014,1.38
740,47,0.0032,1.41
740,48,0.0012,1.44
740,0,0.1725,0.0
740,1,0.1815,0.03
740,2,0.1723,0.06
740,3,0.1695,0.09
740,4,0.159,0.12
740,5,0.1725,0.15
740,6,0.1695,0.18
740,7,0.1784,0.21
740,8,0.1694,0.24
740,9,0.1501,0.27
740,10,0.1438,0.3
740,11,0.1755,0.33
740,12,0.1695,0.36
740,13,0.1666,0.39
740,14,0.1636,0.42
740,15,0.1682,0.45
740,16,0.1664,0.48
740,17,0.1514,0.51
740,18,0.165,0.54
740,19,0.1619,0.57
740,20,0.1653,0.6
740,21,0.156,0.63
740,22,0.162,0.66
740,23,0.1485,0.69
740,24,0.1425,0.72
740,25,0.1411,0.75
740,26,0.141,0.78
740,27,0.15,0.81
740,28,0.153,0.84
740,29,0.1604,0.87
740,30,0.156,0.9
740,31,0.1545,0.93
740,32,0.1485,0.96
740,33,0.1726,0.99
740,34,0.1801,1.02
740,35,0.1829,1.05
740,36,0.1696,1.08
740,37,0.18,1.11
740,38,0.192,1.14
740,39,0.1861,1.17
740,40,0.1935,1.2
740,41,0.1724,1.23
740,42,0.1695,1.26
740,43,0.1605,1.29
740,44,0.1516,1.32
740,45,0.1603,1.35
740,46,0.1439,1.38
740,47,0.148,1.41
740,48,0.1277,1.44
740,49,0.1335,1.47
750,8,0.0006,0.24
750,18,0.0026,0.54
750,19,0.0026,0.57
750,21,0.0016,0.63
750,29,0.0042,0.87
750,39,0.003,1.17
750,44,0.003,1.32
750,47,0.003,1.41
750,0,0.1725,0.0
750,1,0.1801,0.03
750,2,0.1725,0.06
750,3,0.1695,0.09
750,4,0.1559,0.12
750,5,0.1696,0.15
750,6,0.1756,0.18
750,7,0.1799,0.21
750,8,0.174,0.24
750,9,0.1648,0.27
750,10,0.1546,0.3
750,11,0.1875,0.33
750,12,0.186,0.36
750,13,0.1668,0.39
750,14,0.1605,0.42
750,15,0.1694,0.45
750,16,0.1651,0.48
750,17,0.1725,0.51
750,18,0.1818,0.54
750,19,0.162,0.57
750,20,0.1639,0.6
750,21,0.156,0.63
750,22,0.1634,0.66
750,23,0.1484,0.69
750,24,0.144,0.72
750,25,0.1411,0.75
750,26,0.1395,0.78
750,27,0.1485,0.81
750,28,0.1514,0.84
750,29,0.1547,0.87
750,30,0.162,0.9
750,31,0.1545,0.93
750,32,0.1485,0.96
750,33,0.1741,0.99
750,34,0.18,1.02
750,35,0.1829,1.05
750,36,0.1695,1.08
750,37,0.1815,1.11
750,38,0.192,1.14
750,39,0.2071,1.17
750,40,0.1935,1.2
750,41,0.1725,1.23
750,42,0.171,1.26
750,43,0.1634,1.29
750,44,0.1516,1.32
750,45,0.1603,1.35
750,46,0.144,1.38
750,47,0.1531,1.41
750,48,0.1243,1.44
750,49,0.1307,1.47
760,7,0.0026,0.21
760,17,0.00061,0.51
760,21,0.0016,0.63
760,24,0.0008,0.72
760,29,0.0044,0.87
760,30,0.0008,0.9
760,43,0.0036,1.29
760,44,0.0028,1.32
760,47,0.0024,1.41
760,0,0.1739,0.0
760,1,0.1815,0.03
760,2,0.171,0.06
760,3,0.171,0.09
760,4,0.1589,0.12
760,5,0.1696,0.15
760,6,0.1741,0.18
760,7,0.1774,0.21
760,8,0.1393,0.24
760,9,0.1621,0.27
760,10,0.1484,0.3
760,11,0.1875,0.33
760,12,0.1679,0.36
760,13,0.1682,0.39
760,14,0.1635,0.42
760,15,0.171,0.45
760,16,0.1814,0.48
760,17,0.1694,0.51
760,18,0.1755,0.54
760,19,0.1814,0.57
760,20,0.1638,0.6
760,21,0.1546,0.63
760,22,0.1604,0.66
760,23,0.1604,0.69
760,24,0.138,0.72
760,25,0.1426,0.75
760,26,0.1396,0.78
760,27,0.1486,0.81
760,28,0.1515,0.84
760,29,0.15,0.87
760,30,0.1561,0.9
760,31,0.156,0.93
760,32,0.1484,0.96
760,33,0.174,0.99
760,34,0.1801,1.02
760,35,0.1844,1.05
760,36,0.171,1.08
760,37,0.1815,1.11
760,38,0.1934,1.14
760,39,0.2084,1.17
760,40,0.195,1.2
760,41,0.1768,1.23
