TIME,CROSS_SECTION_ID,AVERAGE_WIDTH,DISTANCE_TO_OUTLET
1130,27,0.1725,0.81
1130,28,0.156,0.84
1130,29,0.1905,0.87
1130,30,0.186,0.9
1130,31,0.201,0.93
1130,32,0.1965,0.96
1130,33,0.2165,0.99
1130,34,0.213,1.02
1130,35,0.2161,1.05
1130,36,0.2069,1.08
1130,37,0.2206,1.11
1130,38,0.2264,1.14
1130,39,0.2122,1.17
1130,40,0.2099,1.2
1130,41,0.1903,1.23
1130,42,0.186,1.26
1130,43,0.1305,1.29
1130,44,0.1685,1.32
1130,45,0.1738,1.35
1130,46,0.1545,1.38
1130,47,0.1649,1.41
1130,48,0.1269,1.44
1130,49,0.147,1.47
1140,4,0.0008,0.12
1140,6,0.0046,0.18
1140,10,0.0016,0.3
1140,26,0.001,0.78
1140,30,0.0014,0.9
1140,32,0.0014,0.96
1140,35,0.0008,1.05
1140,38,0.001,1.14
1140,44,0.001,1.32
1140,0,0.2055,0.0
1140,1,0.2086,0.03
1140,2,0.21,0.06
1140,3,0.2012,0.09
1140,4,0.2123,0.12
1140,5,0.213,0.15
1140,6,0.2234,0.18
1140,7,0.2355,0.21
1140,8,0.2354,0.24
1140,9,0.2025,0.27
1140,10,0.2144,0.3
1140,11,0.2236,0.33
1140,12,0.2128,0.36
1140,13,0.1995,0.39
1140,14,0.198,0.42
1140,15,0.1949,0.45
1140,16,0.1995,0.48
1140,17,0.1814,0.51
1140,18,0.1815,0.54
1140,19,0.18,0.57
1140,20,0.1666,0.6
1140,21,0.165,0.63
1140,22,0.1695,0.66
1140,23,0.1603,0.69
1140,24,0.165,0.72
1140,25,0.1697,0.75
1140,26,0.1835,0.78
1140,27,0.1816,0.81
1140,28,0.1773,0.84
1140,29,0.1846,0.87
1140,30,0.1832,0.9
1140,31,0.2024,0.93
1140,32,0.1966,0.96
1140,33,0.2175,0.99
1140,34,0.2131,1.02
1140,35,0.2175,1.05
1140,36,0.207,1.08
1140,37,0.222,1.11
1140,38,0.233,1.14
1140,39,0.2113,1.17
1140,40,0.2085,1.2
1140,41,0.1905,1.23
1140,42,0.2145,1.26
1140,43,0.1617,1.29
1140,44,0.1685,1.32
1140,45,0.1753,1.35
1140,46,0.153,1.38
1140,47,0.1635,1.41
1140,48,0.151,1.44
1140,49,0.162,1.47
1150,3,0.0024,0.09
1150,6,0.0006,0.18
1150,21,0.0008,0.63
1150,22,0.0026,0.66
1150,30,0.0012,0.9
1150,32,0.0014,0.96
1150,39,0.0006,1.17
1150,44,0.001,1.32
1150,47,0.0032,1.41
1150,0,0.2055,0.0
1150,1,0.2086,0.03
1150,2,0.1995,0.06
1150,3,0.2091,0.09
1150,4,0.213,0.12
1150,5,0.2102,0.15
1150,6,0.2273,0.18
1150,7,0.2341,0.21
1150,8,0.2312,0.24
1150,9,0.1996,0.27
1150,10,0.2039,0.3
1150,11,0.2236,0.33
1150,12,0.2115,0.36
1150,13,0.198,0.39
1150,14,0.1994,0.42
1150,15,0.1949,0.45
1150,16,0.1995,0.48
1150,17,0.1813,0.51
1150,18,0.1815,0.54
1150,19,0.18,0.57
1150,20,0.1667,0.6
1150,21,0.165,0.63
1150,22,0.1669,0.66
1150,23,0.1621,0.69
1150,24,0.165,0.72
1150,25,0.171,0.75
1150,26,0.1771,0.78
1150,27,0.1831,0.81
1150,28,0.1695,0.84
1150,29,0.192,0.87
1150,30,0.1899,0.9
1150,31,0.201,0.93
1150,32,0.1966,0.96
1150,33,0.2167,0.99
1150,34,0.2131,1.02
1150,35,0.2175,1.05
1150,36,0.2069,1.08
1150,37,0.222,1.11
1150,38,0.2265,1.14
1150,39,0.2094,1.17
1150,40,0.2085,1.2
1150,41,0.1903,1.23
1150,42,0.2145,1.26
1150,43,0.1896,1.29
1150,44,0.1685,1.32
1150,45,0.1753,1.35
1150,46,0.153,1.38
1150,47,0.1648,1.41
1150,48,0.1539,1.44
1150,49,0.1621,1.47
1160,3,0.0016,0.09
1160,4,0.0008,0.12
1160,5,0.0006,0.15
1160,22,0.0026,0.66
1160,31,0.0016,0.93
1160,44,0.001,1.32
1160,48,0.0006,1.44
1160,0,0.2055,0.0
1160,1,0.2101,0.03
1160,2,0.2098,0.06
1160,3,0.2084,0.09
1160,4,0.2137,0.12
1160,5,0.211,0.15
1160,6,0.2263,0.18
1160,7,0.2339,0.21
1160,8,0.2354,0.24
1160,9,0.1996,0.27
1160,10,0.2025,0.3
1160,11,0.2235,0.33
1160,12,0.2129,0.36
1160,13,0.1995,0.39
1160,14,0.1995,0.42
1160,15,0.1949,0.45
1160,16,0.1995,0.48
1160,17,0.1799,0.51
1160,18,0.1814,0.54
1160,19,0.1814,0.57
1160,20,0.1667,0.6
1160,21,0.1635,0.63
1160,22,0.1669,0.66
1160,23,0.1636,0.69
1160,24,0.165,0.72
1160,25,0.171,0.75
1160,26,0.1757,0.78
1160,27,0.1831,0.81
1160,28,0.1695,0.84
1160,29,0.1905,0.87
1160,30,0.1845,0.9
1160,31,0.201,0.93
1160,32,0.1979,0.96
1160,33,0.2284,0.99
1160,34,0.2131,1.02
1160,35,0.2175,1.05
1160,36,0.207,1.08
1160,37,0.2206,1.11
1160,38,0.225,1.14
1160,39,0.2098,1.17
1160,40,0.2085,1.2
1160,41,0.1334,1.23
1160,42,0.2145,1.26
1160,43,0.2144,1.29
1160,44,0.1685,1.32
1160,45,0.1753,1.35
1160,46,0.1544,1.38
1160,47,0.1649,1.41
1160,48,0.1464,1.44
1160,49,0.1622,1.47
1170,0,0.00081,0.0
1170,4,0.0008,0.12
1170,22,0.0026,0.66
1170,23,0.0014,0.69
1170,31,0.001,0.93
1170,39,0.0006,1.17
1170,43,0.0006,1.29
1170,44,0.001,1.32
1170,48,0.0006,1.44
1170,0,0.1995,0.0
1170,1,0.2086,0.03
1170,2,0.2099,0.06
1170,3,0.2099,0.09
1170,4,0.2137,0.12
1170,5,0.2102,0.15
1170,6,0.2264,0.18
1170,7,0.2356,0.21
1170,8,0.2325,0.24
1170,9,0.2023,0.27
1170,10,0.2025,0.3
1170,11,0.2221,0.33
1170,12,0.21,0.36
1170,13,0.2045,0.39
1170,14,0.198,0.42
1170,15,0.1949,0.45
1170,16,0.1995,0.48
1170,17,0.1813,0.51
1170,18,0.18,0.54
1170,19,0.1786,0.57
1170,20,0.1666,0.6
1170,21,0.1229,0.63
1170,22,0.1683,0.66
1170,23,0.1545,0.69
1170,24,0.1547,0.72
1170,25,0.1741,0.75
1170,26,0.1771,0.78
1170,27,0.1846,0.81
1170,28,0.1695,0.84
1170,29,0.1906,0.87
1170,30,0.1817,0.9
1170,31,0.1935,0.93
1170,32,0.1965,0.96
1170,33,0.2173,0.99
1170,34,0.2131,1.02
1170,35,0.2175,1.05
1170,36,0.207,1.08
1170,37,0.2206,1.11
1170,38,0.2317,1.14
1170,39,0.2094,1.17
1170,40,0.2085,1.2
1170,41,0.1349,1.23
1170,42,0.2145,1.26
1170,43,0.2169,1.29
1170,44,0.1685,1.32
1170,45,0.1752,1.35
1170,46,0.153,1.38
1170,47,0.1649,1.41
1170,48,0.1464,1.44
1170,49,0.1635,1.47
1180,4,0.0008,0.12
1180,21,0.002,0.63
1180,22,0.002,0.66
1180,31,0.0026,0.93
1180,43,0.0034,1.29
1180,44,0.001,1.32
1180,45,0.0022,1.35
1180,47,0.003,1.41
1180,47,0.0016,1.41
1180,48,0.0006,1.44
1180,49,0.0008,1.47
1180,0,0.2055,0.0
1180,1,0.2086,0.03
1180,2,0.2099,0.06
1180,3,0.2101,0.09
1180,4,0.2123,0.12
1180,5,0.2087,0.15
1180,6,0.228,0.18
1180,7,0.237,0.21
1180,8,0.2312,0.24
1180,9,0.2069,0.27
1180,10,0.2025,0.3
1180,11,0.2222,0.33
1180,12,0.21,0.36
1180,13,0.1994,0.39
1180,14,0.1995,0.42
1180,15,0.1949,0.45
1180,16,0.1994,0.48
1180,17,0.1813,0.51
1180,18,0.1814,0.54
1180,19,0.1814,0.57
1180,20,0.1667,0.6
1180,21,0.147,0.63
1180,22,0.1675,0.66
1180,23,0.1589,0.69
1180,24,0.1548,0.72
1180,25,0.1741,0.75
1180,26,0.1785,0.78
1180,27,0.1846,0.81
1180,28,0.1695,0.84
1180,29,0.189,0.87
1180,30,0.1874,0.9
1180,31,0.192,0.93
1180,32,0.195,0.96
1180,33,0.2113,0.99
1180,34,0.2116,1.02
1180,35,0.2161,1.05
1180,36,0.2055,1.08
1180,37,0.219,1.11
1180,38,0.225,1.14
1180,39,0.2069,1.17
1180,40,0.207,1.2
1180,41,0.1634,1.23
1180,42,0.216,1.26
1180,43,0.2111,1.29
1180,44,0.1685,1.32
1180,45,0.1716,1.35
1180,46,0.153,1.38
1180,47,0.1619,1.41
1180,48,0.1539,1.44
1180,49,0.1544,1.47
1190,4,0.0008,0.12
1190,22,0.002,0.66
1190,24,0.0016,0.72
1190,27,0.002,0.81
1190,31,0.0016,0.93
1190,38,0.0008,1.14
1190,43,0.0034,1.29
1190,44,0.001,1.32
1190,47,0.0028,1.41
1190,49,0.0006,1.47
1190,0,0.204,0.0
1190,1,0.2085,0.03
1190,2,0.2189,0.06
1190,3,0.2371,0.09
1190,4,0.2392,0.12
1190,5,0.2356,0.15
1190,6,0.2399,0.18
1190,7,0.234,0.21
1190,8,0.2338,0.24
1190,9,0.2024,0.27
1190,10,0.2025,0.3
1190,11,0.2235,0.33
1190,12,0.2084,0.36
1190,13,0.198,0.39
1190,14,0.1981,0.42
1190,15,0.1949,0.45
1190,16,0.1995,0.48
1190,17,0.1799,0.51
1190,18,0.1814,0.54
1190,19,0.18,0.57
1190,20,0.1667,0.6
1190,21,0.162,0.63
1190,22,0.1689,0.66
1190,23,0.162,0.69
1190,24,0.162,0.72
1190,25,0.1739,0.75
1190,26,0.177,0.78
1190,27,0.1695,0.81
1190,28,0.1695,0.84
1190,29,0.1905,0.87
1190,30,0.1844,0.9
1190,31,0.1936,0.93
1190,32,0.1993,0.96
1190,33,0.216,0.99
1190,34,0.213,1.02
1190,35,0.2161,1.05
1190,36,0.2056,1.08
1190,37,0.2206,1.11
1190,38,0.2302,1.14
1190,39,0.2099,1.17
1190,40,0.207,1.2
1190,41,0.1933,1.23
1190,42,0.216,1.26
1190,43,0.2111,1.29
1190,44,0.1685,1.32
1190,45,0.1752,1.35
1190,46,0.153,1.38
1190,47,0.1635,1.41
1190,48,0.1574,1.44
1190,49,0.159,1.47
1200,7,0.004,0.21
1200,21,0.001,0.63
1200,25,0.0008,0.75
1200,26,0.001,0.78
1200,32,0.0036,0.96
1200,44,0.003,1.32
1200,47,0.003,1.41
1200,0,0.204,0.0
1200,1,0.2085,0.03
1200,2,0.219,0.06
1200,3,0.237,0.09
1200,4,0.2334,0.12
1200,5,0.2356,0.15
1200,6,0.231,0.18
1200,7,0.2571,0.21
1200,8,0.2341,0.24
1200,9,0.201,0.27
1200,10,0.2039,0.3
1200,11,0.2236,0.33
1200,12,0.2115,0.36
1200,13,0.1981,0.39
1200,14,0.1994,0.42
1200,15,0.1949,0.45
1200,16,0.1995,0.48
1200,17,0.1799,0.51
1200,18,0.1814,0.54
1200,19,0.1799,0.57
1200,20,0.1667,0.6
1200,21,0.1611,0.63
1200,22,0.1724,0.66
1200,23,0.1486,0.69
1200,24,0.1589,0.72
1200,25,0.1718,0.75
1200,26,0.1682,0.78
1200,27,0.1711,0.81
1200,28,0.1912,0.84
1200,29,0.2116,0.87
1200,30,0.1965,0.9
1200,31,0.2115,0.93
1200,32,0.2199,0.96
1200,33,0.2175,0.99
1200,34,0.213,1.02
1200,35,0.2161,1.05
1200,36,0.2055,1.08
1200,37,0.2206,1.11
1200,38,0.2317,1.14
1200,39,0.2099,1.17
1200,40,0.2085,1.2
1200,41,0.1994,1.23
1200,42,0.1395,1.26
1200,43,0.2158,1.29
1200,44,0.1665,1.32
1200,45,0.1752,1.35
1200,46,0.1545,1.38
1200,47,0.1634,1.41
1200,48,0.1726,1.44
1200,49,0.1636,1.47
1210,4,0.0008,0.12
1210,7,0.0038,0.21
1210,9,0.0008,0.27
1210,10,0.0014,0.3
1210,11,0.0026,0.33
1210,14,0.0006,0.42
1210,21,0.001,0.63
1210,24,0.0008,0.72
1210,30,0.0008,0.9
1210,43,0.0034,1.29
1210,44,0.001,1.32
1210,0,0.2041,0.0
1210,1,0.2086,0.03
1210,2,0.2189,0.06
1210,3,0.237,0.09
1210,4,0.2375,0.12
1210,5,0.2342,0.15
1210,6,0.2356,0.18
1210,7,0.2588,0.21
1210,8,0.2355,0.24
1210,9,0.2061,0.27
1210,10,0.2116,0.3
1210,11,0.2404,0.33
1210,12,0.2099,0.36
1210,13,0.198,0.39
1210,14,0.1989,0.42
1210,15,0.1949,0.45
1210,16,0.1995,0.48
1210,17,0.189,0.51
1210,18,0.1814,0.54
1210,19,0.1814,0.57
1210,20,0.1667,0.6
1210,21,0.1621,0.63
1210,22,0.171,0.66
1210,23,0.1681,0.69
1210,24,0.1576,0.72
1210,25,0.1725,0.75
1210,26,0.1785,0.78
1210,27,0.1763,0.81
1210,28,0.1889,0.84
1210,29,0.213,0.87
1210,30,0.1995,0.9
1210,31,0.2205,0.93
1210,32,0.2235,0.96
1210,33,0.2251,0.99
1210,34,0.2116,1.02
1210,35,0.2161,1.05
1210,36,0.2055,1.08
1210,37,0.2205,1.11
1210,38,0.2251,1.14
1210,39,0.2084,1.17
1210,40,0.2055,1.2
1210,41,0.1995,1.23
1210,42,0.1695,1.26
1210,43,0.2111,1.29
1210,44,0.1685,1.32
1210,45,0.1752,1.35
1210,46,0.153,1.38
1210,47,0.1649,1.41
1210,48,0.1756,1.44
1210,49,0.1607,1.47
1220,4,0.0008,0.12
1220,5,0.0056,0.15
1220,6,0.0032,0.18
1220,7,0.0106,0.21
1220,12,0.0028,0.36
1220,14,0.0012,0.42
1220,21,0.001,0.63
1220,24,0.0008,0.72
1220,26,0.0014,0.78
1220,30,0.001,0.9
1220,43,0.0034,1.29
1220,44,0.001,1.32
1220,47,0.0028,1.41
1220,0,0.228,0.0
1220,1,0.234,0.03
1220,2,0.2399,0.06
1220,3,0.237,0.09
1220,4,0.2392,0.12
1220,5,0.2479,0.15
1220,6,0.225,0.18
1220,7,0.138,0.21
1220,8,0.2355,0.24
1220,9,0.222,0.27
1220,10,0.225,0.3
1220,11,0.24,0.33
1220,12,0.2115,0.36
1220,13,0.2235,0.39
1220,14,0.186,0.42
1220,15,0.1936,0.45
1220,16,0.1995,0.48
1220,17,0.189,0.51
1220,18,0.1814,0.54
1220,19,0.1814,0.57
1220,20,0.1666,0.6
1220,21,0.162,0.63
1220,22,0.1709,0.66
1220,23,0.1621,0.69
1220,24,0.159,0.72
1220,25,0.1667,0.75
1220,26,0.1817,0.78
1220,27,0.1773,0.81
1220,28,0.1935,0.84
1220,29,0.2145,0.87
1220,30,0.1964,0.9
1220,31,0.2191,0.93
1220,32,0.2235,0.96
1220,33,0.228,0.99
1220,34,0.2117,1.02
1220,35,0.216,1.05
1220,36,0.2094,1.08
1220,37,0.219,1.11
1220,38,0.2251,1.14
1220,39,0.2069,1.17
1220,40,0.2069,1.2
1220,41,0.1965,1.23
1220,42,0.186,1.26
1220,43,0.2111,1.29
1220,44,0.1685,1.32
1220,45,0.1752,1.35
1220,46,0.1529,1.38
1220,47,0.1635,1.41
1220,48,0.1756,1.44
1220,49,0.1621,1.47
1230,3,0.0026,0.09
1230,4,0.0006,0.12
1230,21,0.001,0.63
1230,24,0.0008,0.72
1230,27,0.001,0.81
1230,30,0.0012,0.9
1230,39,0.0006,1.17
1230,42,0.0038,1.26
1230,43,0.0006,1.29
1230,44,0.001,1.32
1230,48,0.0012,1.44
1230,0,0.2266,0.0
1230,1,0.2281,0.03
1230,2,0.24,0.06
1230,3,0.2389,0.09
1230,4,0.2363,0.12
1230,5,0.2356,0.15
1230,6,0.2025,0.18
1230,7,0.1665,0.21
1230,8,0.2327,0.24
1230,9,0.2206,0.27
1230,10,0.225,0.3
1230,11,0.2414,0.33
1230,12,0.231,0.36
1230,13,0.2236,0.39
1230,14,0.198,0.42
1230,15,0.1936,0.45
1230,16,0.1995,0.48
1230,17,0.1905,0.51
1230,18,0.1814,0.54
1230,19,0.1814,0.57
1230,20,0.1666,0.6
1230,21,0.1635,0.63
1230,22,0.1709,0.66
1230,23,0.1695,0.69
1230,24,0.1576,0.72
1230,25,0.1636,0.75
1230,26,0.1844,0.78
1230,27,0.1881,0.81
1230,28,0.1875,0.84
1230,29,0.2026,0.87
1230,30,0.1966,0.9
1230,31,0.2205,0.93
1230,32,0.225,0.96
1230,33,0.2294,0.99
1230,34,0.213,1.02
1230,35,0.216,1.05
1230,36,0.2056,1.08
1230,37,0.2206,1.11
1230,38,0.2265,1.14
1230,39,0.2095,1.17
1230,40,0.207,1.2
1230,41,0.198,1.23
1230,42,0.186,1.26
1230,43,0.2169,1.29
1230,44,0.1685,1.32
1230,45,0.1753,1.35
1230,46,0.153,1.38
1230,47,0.1621,1.41
1230,48,0.1695,1.44
1230,49,0.1633,1.47
1240,4,0.0006,0.12
1240,21,0.001,0.63
1240,23,0.0022,0.69
1240,27,0.001,0.81
1240,35,0.0008,1.05
1240,39,0.0008,1.17
1240,42,0.0044,1.26
1240,43,0.0006,1.29
1240,44,0.003,1.32
1240,46,0.0034,1.38
1240,47,0.0032,1.41
1240,0,0.2251,0.0
1240,1,0.234,0.03
1240,2,0.2386,0.06
1240,3,0.1456,0.09
1240,4,0.2394,0.12
1240,5,0.2357,0.15
1240,6,0.2204,0.18
1240,7,0.192,0.21
1240,8,0.2325,0.24
1240,9,0.2234,0.27
1240,10,0.225,0.3
1240,11,0.2414,0.33
1240,12,0.2309,0.36
1240,13,0.2236,0.39
1240,14,0.198,0.42
1240,15,0.1936,0.45
1240,16,0.1994,0.48
1240,17,0.1904,0.51
1240,18,0.1814,0.54
1240,19,0.1814,0.57
1240,20,0.1652,0.6
1240,21,0.1635,0.63
1240,22,0.1725,0.66
1240,23,0.1516,0.69
1240,24,0.1577,0.72
1240,25,0.1621,0.75
1240,26,0.1845,0.78
1240,27,0.188,0.81
1240,28,0.189,0.84
1240,29,0.2046,0.87
1240,30,0.1966,0.9
1240,31,0.213,0.93
1240,32,0.2235,0.96
1240,33,0.2265,0.99
1240,34,0.2116,1.02
1240,35,0.216,1.05
1240,36,0.2056,1.08
1240,37,0.2205,1.11
1240,38,0.2264,1.14
1240,39,0.2093,1.17
1240,40,0.2084,1.2
1240,41,0.1979,1.23
1240,42,0.1845,1.26
1240,43,0.2169,1.29
1240,44,0.1665,1.32
1240,45,0.1755,1.35
1240,46,0.153,1.38
1240,47,0.1635,1.41
1240,48,0.1769,1.44
1240,49,0.1619,1.47
1250,3,0.0062,0.09
1250,6,0.0064,0.18
1250,8,0.0008,0.24
1250,21,0.001,0.63
1250,32,0.0012,0.96
1250,39,0.0006,1.17
1250,42,0.0044,1.26
1250,43,0.0006,1.29
1250,44,0.003,1.32
1250,47,0.002,1.41
1250,0,0.2279,0.0
1250,1,0.2326,0.03
1250,2,0.234,0.06
1250,3,0.1755,0.09
1250,4,0.2235,0.12
1250,5,0.2342,0.15
1250,6,0.2351,0.18
1250,7,0.2225,0.21
1250,8,0.2347,0.24
1250,9,0.2235,0.27
1250,10,0.225,0.3
1250,11,0.24,0.33
1250,12,0.2324,0.36
1250,13,0.2236,0.39
1250,14,0.1935,0.42
1250,15,0.1936,0.45
1250,16,0.1995,0.48
1250,17,0.1905,0.51
1250,18,0.1814,0.54
1250,19,0.18,0.57
1250,20,0.1666,0.6
1250,21,0.1635,0.63
1250,22,0.171,0.66
1250,23,0.1681,0.69
1250,24,0.1606,0.72
1250,25,0.1697,0.75
1250,26,0.183,0.78
1250,27,0.189,0.81
1250,28,0.186,0.84
1250,29,0.198,0.87
1250,30,0.198,0.9
1250,31,0.2116,0.93
1250,32,0.2145,0.96
1250,33,0.2265,0.99
1250,34,0.2114,1.02
1250,35,0.216,1.05
1250,36,0.2055,1.08
1250,37,0.2205,1.11
1250,38,0.2302,1.14
1250,39,0.2094,1.17
1250,40,0.207,1.2
1250,41,0.1965,1.23
1250,42,0.1845,1.26
1250,43,0.2169,1.29
1250,44,0.1665,1.32
1250,45,0.1753,1.35
1250,46,0.1814,1.38
1250,47,0.1615,1.41
1250,48,0.177,1.44
1250,49,0.162,1.47
1260,3,0.0048,0.09
1260,4,0.0008,0.12
1260,6,0.0026,0.18
1260,19,0.0016,0.57
1260,21,0.001,0.63
1260,25,0.0008,0.75
1260,30,0.0006,0.9
1260,39,0.0008,1.17
1260,40,0.003,1.2
1260,42,0.0042,1.26
1260,43,0.0006,1.29
1260,44,0.001,1.32
1260,0,0.2264,0.0
1260,1,0.234,0.03
1260,2,0.2295,0.06
1260,3,0.204,0.09
1260,4,0.2363,0.12
1260,5,0.2342,0.15
1260,6,0.2403,0.18
1260,7,0.2355,0.21
1260,8,0.2294,0.24
1260,9,0.222,0.27
1260,10,0.225,0.3
1260,11,0.24,0.33
1260,12,0.228,0.36
1260,13,0.2235,0.39
1260,14,0.1934,0.42
1260,15,0.1936,0.45
1260,16,0.1981,0.48
1260,17,0.1905,0.51
1260,18,0.1814,0.54
1260,19,0.1799,0.57
1260,20,0.1667,0.6
1260,21,0.1635,0.63
1260,22,0.1724,0.66
1260,23,0.168,0.69
1260,24,0.1606,0.72
1260,25,0.1703,0.75
1260,26,0.1845,0.78
1260,27,0.1889,0.81
1260,28,0.1903,0.84
1260,29,0.1981,0.87
1260,30,0.199,0.9
1260,31,0.2101,0.93
1260,32,0.2235,0.96
1260,33,0.2265,0.99
1260,34,0.2102,1.02
1260,35,0.216,1.05
1260,36,0.2056,1.08
1260,37,0.219,1.11
1260,38,0.2251,1.14
1260,39,0.2093,1.17
1260,40,0.2265,1.2
1260,41,0.1981,1.23
1260,42,0.186,1.26
1260,43,0.2169,1.29
1260,44,0.1685,1.32
1260,45,0.1753,1.35
1260,46,0.18,1.38
1260,47,0.1665,1.41
1260,48,0.1747,1.44
1260,49,0.1289,1.47
1270,4,0.0008,0.12
1270,19,0.0016,0.57
1270,21,0.001,0.63
1270,31,0.0008,0.93
1270,43,0.0032,1.29
1270,44,0.001,1.32
1270,49,0.0012,1.47
1270,0,0.2265,0.0
1270,1,0.2295,0.03
1270,2,0.2325,0.06
1270,3,0.2296,0.09
1270,4,0.2377,0.12
1270,5,0.2356,0.15
1270,6,0.24,0.18
1270,7,0.2355,0.21
1270,8,0.228,0.24
1270,9,0.2219,0.27
1270,10,0.2235,0.3
1270,11,0.24,0.33
1270,12,0.228,0.36
1270,13,0.2236,0.39
1270,14,0.1995,0.42
1270,15,0.1936,0.45
1270,16,0.1981,0.48
1270,17,0.1919,0.51
1270,18,0.1814,0.54
1270,19,0.1799,0.57
1270,20,0.1667,0.6
1270,21,0.1621,0.63
1270,22,0.1695,0.66
1270,23,0.1666,0.69
1270,24,0.1546,0.72
1270,25,0.1649,0.75
1270,26,0.1816,0.78
1270,27,0.189,0.81
1270,28,0.189,0.84
1270,29,0.1982,0.87
1270,30,0.198,0.9
1270,31,0.2115,0.93
1270,32,0.2234,0.96
1270,33,0.2251,0.99
1270,34,0.2101,1.02
1270,35,0.2146,1.05
1270,36,0.2041,1.08
1270,37,0.2189,1.11
1270,38,0.2235,1.14
1270,39,0.204,1.17
1270,40,0.2295,1.2
1270,41,0.195,1.23
1270,42,0.2146,1.26
1270,43,0.2098,1.29
1270,44,0.1685,1.32
1270,45,0.1737,1.35
1270,46,0.18,1.38
1270,47,0.1678,1.41
1270,48,0.1785,1.44
1270,49,0.1544,1.47
1280,3,0.0008,0.09
1280,4,0.0008,0.12
1280,6,0.0014,0.18
1280,19,0.0016,0.57
1280,21,0.001,0.63
1280,25,0.0014,0.75
1280,38,0.0008,1.14
1280,39,0.0008,1.17
1280,43,0.0032,1.29
1280,44,0.001,1.32
1280,47,0.0016,1.41
1280,0,0.2265,0.0
1280,1,0.2311,0.03
1280,2,0.2339,0.06
1280,3,0.2362,0.09
1280,4,0.2391,0.12
1280,5,0.2356,0.15
1280,6,0.2385,0.18
1280,7,0.234,0.21
1280,8,0.2323,0.24
1280,9,0.2205,0.27
1280,10,0.2222,0.3
1280,11,0.2385,0.33
1280,12,0.2181,0.36
1280,13,0.2236,0.39
1280,14,0.2009,0.42
1280,15,0.1936,0.45
1280,16,0.1995,0.48
1280,17,0.1904,0.51
1280,18,0.1814,0.54
1280,19,0.1813,0.57
1280,20,0.168,0.6
1280,21,0.162,0.63
1280,22,0.171,0.66
1280,23,0.1666,0.69
1280,24,0.1546,0.72
1280,25,0.1651,0.75
1280,26,0.1844,0.78
1280,27,0.1876,0.81
1280,28,0.186,0.84
1280,29,0.213,0.87
1280,30,0.1922,0.9
1280,31,0.2101,0.93
1280,32,0.2235,0.96
1280,33,0.225,0.99
1280,34,0.2116,1.02
1280,35,0.216,1.05
1280,36,0.2055,1.08
1280,37,0.219,1.11
1280,38,0.2302,1.14
1280,39,0.2077,1.17
1280,40,0.2324,1.2
1280,41,0.1965,1.23
1280,42,0.2145,1.26
1280,43,0.2098,1.29
1280,44,0.1685,1.32
1280,45,0.1739,1.35
1280,46,0.1786,1.38
1280,47,0.1574,1.41
1280,48,0.1667,1.44
1280,49,0.1605,1.47
1290,4,0.0034,0.12
1290,4,0.0008,0.12
1290,7,0.002,0.21
1290,19,0.0016,0.57
1290,24,0.0012,0.72
1290,30,0.001,0.9
1290,30,0.0006,0.9
1290,43,0.0038,1.29
1290,44,0.001,1.32
1290,48,0.0006,1.44
1290,0,0.2266,0.0
1290,1,0.2311,0.03
1290,2,0.237,0.06
1290,3,0.237,0.09
1290,4,0.2392,0.12
1290,5,0.2356,0.15
1290,6,0.2399,0.18
1290,7,0.234,0.21
1290,8,0.234,0.24
1290,9,0.213,0.27
1290,10,0.2144,0.3
1290,11,0.2385,0.33
1290,12,0.225,0.36
1290,13,0.2221,0.39
1290,14,0.2025,0.42
1290,15,0.1936,0.45
1290,16,0.1995,0.48
1290,17,0.189,0.51
1290,18,0.1814,0.54
1290,19,0.1814,0.57
1290,20,0.1681,0.6
1290,21,0.1633,0.63
1290,22,0.174,0.66
1290,23,0.1621,0.69
1290,24,0.1694,0.72
1290,25,0.165,0.75
1290,26,0.1844,0.78
1290,27,0.189,0.81
1290,28,0.1994,0.84
1290,29,0.2131,0.87
1290,30,0.1944,0.9
1290,31,0.2205,0.93
1290,32,0.2235,0.96
1290,33,0.2325,0.99
1290,34,0.2116,1.02
1290,35,0.2146,1.05
1290,36,0.204,1.08
1290,37,0.219,1.11
1290,38,0.225,1.14
1290,39,0.2237,1.17
1290,40,0.2324,1.2
1290,41,0.1965,1.23
1290,42,0.2161,1.26
1290,43,0.2137,1.29
1290,44,0.1672,1.32
1290,45,0.1753,1.35
1290,46,0.1815,1.38
1290,47,0.1651,1.41
1290,48,0.168,1.44
1290,49,0.159,1.47
1300,4,0.0056,0.12
1300,4,0.00061,0.12
1300,5,0.0008,0.15
1300,11,0.0012,0.33
1300,19,0.0016,0.57
1300,22,0.0006,0.66
1300,43,0.0006,1.29
1300,44,0.001,1.32
1300,0,0.228,0.0
1300,1,0.234,0.03
1300,2,0.2384,0.06
1300,3,0.2369,0.09
1300,4,0.2364,0.12
1300,5,0.2295,0.15
1300,6,0.2383,0.18
1300,7,0.234,0.21
1300,8,0.2369,0.24
1300,9,0.219,0.27
1300,10,0.2205,0.3
1300,11,0.2281,0.33
1300,12,0.2235,0.36
1300,13,0.2236,0.39
1300,14,0.198,0.42
1300,15,0.1936,0.45
1300,16,0.1995,0.48
1300,17,0.1904,0.51
1300,18,0.1814,0.54
1300,19,0.1814,0.57
1300,20,0.1667,0.6
1300,21,0.1619,0.63
1300,22,0.1695,0.66
